wallet_address,DAO,RARI,LEAG,ENTR,XYZ,UNI BOND,Total
0x410d21a74cc91a518e48787715069d2994ceb1dc,0.00000000000000000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,148750.42004770660391169300000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,0.000000000000000000000000000000000000000000000000000000000000000000000000,148750.420047706603911693000000000000000000000000000000000000000000000000000000
0x641ce4240508eae5dcaeffe991f80941d683ad64,114093.988944588856,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000000000000000000000000000000000000000,114093.988944588856000000000000000000000000000000000000000000000000000000000000
0x01772953ed3b69349088ae7824c649d6dcd0cb1e,84029.76255076009343693400000000000000000000000000000000,0.000000000000000000000000000000000000,16023.955155699848,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,8397.65624113139704035166330003881494831056620267008963608664,108451.37394759133847728566330003881494831056620267008963608664
0xc3b2fc58a3a54739e303b5e7c53bd6021d1d56dd,0.00000000000000000000000000000000000000000000000000,0.000000000000000000000000000000000000,99508.137912746714,0.00000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,0.00000000000312466552887351256786399556577149053192273158556115863009237109891848526562,99508.13791274671712466552887351256786399556577149053192273158556115863009237109891848526562
0xa2ad64b2d890a59ce18c0ddd51a7de9ef69eb3da,39965.78018921647958039900000000000000000000000000000000,0.000000000000000000000000000000000000,21387.26963071098663578000000000000000000000000000000000,20223.09682181181129687000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,0.000000000000000000000000000000000000000000000000000000000000000000000000,81576.146641739277513049000000000000000000000000000000000000000000000000000000
0x747dfb7d6d27671b4e3e98087f00e6b023d0aab7,66982.986080373975,0.000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,3162.5701445181974032,0.000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000,70145.55622489217240320000000000000000000000000000000000000000000000000000000000000000000000
0x9deb06e50c4a20f83c47884ed87aa23663203078,58192.95597825930341182500000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000,58192.95597825930341182500000000000000000000000000000000000000000000000000000000000000000000
0x327924cb8fb1daf959bbb8441f9b522e716f7794,35875.70297234500239685300000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,9998.6157594999711280,0.00000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000,45874.31873184497352485300000000000000000000000000000000000000000000000000000000000000000000
0x52eebd82826a7b530839424ceab6ca3643eb0ef1,44440.23054640394178976500000000000000000000000000000000,0.000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000,44440.23054640394178976500000000000000000000000000000000000000000000000000000000000000000000
0xb6647cae065c321e75775b50a25fd54e9ac5c436,43797.32220129642103881300000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000,23607.28839918085945345068562245037395408963814989223462493385788256593563281396399139313944,67404.61060047728049226368562245037395408963814989223462493385788256593563281396399139313944
